"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 12 09:36:18 GMT 2025","Wed Mar 12 09:36:26 GMT 2025","7200","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","a user should not be able to create a build type without a name","a user should not be able to create a build type without a name()",""
"passed","Wed Mar 12 09:36:48 GMT 2025","Wed Mar 12 09:36:59 GMT 2025","10244","","com.jetbrains.teamcity.ui.StartBuildTest","","com.jetbrains.teamcity.ui.StartBuildTest","a user should be able to start a successful build","a user should be able to start a successful build()",""
"passed","Wed Mar 12 09:35:31 GMT 2025","Wed Mar 12 09:36:09 GMT 2025","37817","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","a user should be able to create a build type","a user should be able to create a build type()",""
"passed","Wed Mar 12 09:36:26 GMT 2025","Wed Mar 12 09:36:36 GMT 2025","10733","","com.jetbrains.teamcity.ui.CreateProjectTest","","com.jetbrains.teamcity.ui.CreateProjectTest","a user should be able to create a project","a user should be able to create a project()",""
"passed","Wed Mar 12 09:36:36 GMT 2025","Wed Mar 12 09:36:44 GMT 2025","7295","","com.jetbrains.teamcity.ui.CreateProjectTest","","com.jetbrains.teamcity.ui.CreateProjectTest","a user should not be able to create a project without a name","a user should not be able to create a project without a name()",""
"passed","Wed Mar 12 09:36:09 GMT 2025","Wed Mar 12 09:36:18 GMT 2025","9062","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","a user should not be able to create a build type without a branch","a user should not be able to create a build type without a branch()",""
"passed","Wed Mar 12 09:36:44 GMT 2025","Wed Mar 12 09:36:48 GMT 2025","4786","","com.jetbrains.teamcity.ui.FindProjectByNameTest","","com.jetbrains.teamcity.ui.FindProjectByNameTest","a user should be able to find a project by name","a user should be able to find a project by name()",""
"passed","Wed Mar 12 09:35:26 GMT 2025","Wed Mar 12 09:35:27 GMT 2025","878","","com.jetbrains.teamcity.api.SetUpAgentTest","","com.jetbrains.teamcity.api.SetUpAgentTest","authorizeDefaultAgent","authorizeDefaultAgent()",""
