"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 03 11:29:54 GMT 2025","Mon Mar 03 11:30:06 GMT 2025","12097","","com.jetbrains.teamcity.ui.CreateProjectTest","","com.jetbrains.teamcity.ui.CreateProjectTest","a user should be able to create a project","a user should be able to create a project()",""
"passed","Mon Mar 03 11:29:36 GMT 2025","Mon Mar 03 11:29:44 GMT 2025","8599","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","a user should not be able to create a build type without a branch","a user should not be able to create a build type without a branch()",""
"passed","Mon Mar 03 11:28:58 GMT 2025","Mon Mar 03 11:29:36 GMT 2025","37518","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","a user should be able to create a build type","a user should be able to create a build type()",""
"passed","Mon Mar 03 11:29:44 GMT 2025","Mon Mar 03 11:29:54 GMT 2025","9738","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","a user should not be able to create a build type without a name","a user should not be able to create a build type without a name()",""
"passed","Mon Mar 03 11:30:19 GMT 2025","Mon Mar 03 11:30:25 GMT 2025","6178","","com.jetbrains.teamcity.ui.StartBuildTest","","com.jetbrains.teamcity.ui.StartBuildTest","a user should be able to start a successful build","a user should be able to start a successful build()",""
"passed","Mon Mar 03 11:30:13 GMT 2025","Mon Mar 03 11:30:19 GMT 2025","5640","","com.jetbrains.teamcity.ui.FindProjectByNameTest","","com.jetbrains.teamcity.ui.FindProjectByNameTest","a user should be able to find a project by name","a user should be able to find a project by name()",""
"passed","Mon Mar 03 11:28:05 GMT 2025","Mon Mar 03 11:28:51 GMT 2025","46948","","com.jetbrains.teamcity.ui.SetupServerTest","","com.jetbrains.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest()",""
"passed","Mon Mar 03 11:30:06 GMT 2025","Mon Mar 03 11:30:13 GMT 2025","7343","","com.jetbrains.teamcity.ui.CreateProjectTest","","com.jetbrains.teamcity.ui.CreateProjectTest","a user should not be able to create a project without a name","a user should not be able to create a project without a name()",""
