"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 11 09:24:54 GMT 2025","Tue Mar 11 09:25:05 GMT 2025","10999","","com.jetbrains.teamcity.ui.StartBuildTest","","com.jetbrains.teamcity.ui.StartBuildTest","a user should be able to start a successful build","a user should be able to start a successful build()",""
"passed","Tue Mar 11 09:24:20 GMT 2025","Tue Mar 11 09:24:28 GMT 2025","7352","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","a user should not be able to create a build type without a branch","a user should not be able to create a build type without a branch()",""
"passed","Tue Mar 11 09:24:49 GMT 2025","Tue Mar 11 09:24:54 GMT 2025","4983","","com.jetbrains.teamcity.ui.FindProjectByNameTest","","com.jetbrains.teamcity.ui.FindProjectByNameTest","a user should be able to find a project by name","a user should be able to find a project by name()",""
"passed","Tue Mar 11 09:24:34 GMT 2025","Tue Mar 11 09:24:43 GMT 2025","8447","","com.jetbrains.teamcity.ui.CreateProjectTest","","com.jetbrains.teamcity.ui.CreateProjectTest","a user should be able to create a project","a user should be able to create a project()",""
"passed","Tue Mar 11 09:24:28 GMT 2025","Tue Mar 11 09:24:34 GMT 2025","6671","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","a user should not be able to create a build type without a name","a user should not be able to create a build type without a name()",""
"passed","Tue Mar 11 09:24:43 GMT 2025","Tue Mar 11 09:24:49 GMT 2025","6060","","com.jetbrains.teamcity.ui.CreateProjectTest","","com.jetbrains.teamcity.ui.CreateProjectTest","a user should not be able to create a project without a name","a user should not be able to create a project without a name()",""
"passed","Tue Mar 11 09:23:46 GMT 2025","Tue Mar 11 09:24:20 GMT 2025","33847","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","a user should be able to create a build type","a user should be able to create a build type()",""
"passed","Tue Mar 11 09:23:41 GMT 2025","Tue Mar 11 09:23:42 GMT 2025","998","","com.jetbrains.teamcity.api.SetUpAgentTest","","com.jetbrains.teamcity.api.SetUpAgentTest","authorizeDefaultAgent","authorizeDefaultAgent()",""
