"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 12 07:39:16 GMT 2025","Wed Mar 12 07:39:27 GMT 2025","10614","","com.jetbrains.teamcity.ui.StartBuildTest","","com.jetbrains.teamcity.ui.StartBuildTest","a user should be able to start a successful build","a user should be able to start a successful build()",""
"passed","Wed Mar 12 07:38:44 GMT 2025","Wed Mar 12 07:38:52 GMT 2025","7843","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","a user should not be able to create a build type without a name","a user should not be able to create a build type without a name()",""
"passed","Wed Mar 12 07:38:52 GMT 2025","Wed Mar 12 07:39:03 GMT 2025","11218","","com.jetbrains.teamcity.ui.CreateProjectTest","","com.jetbrains.teamcity.ui.CreateProjectTest","a user should be able to create a project","a user should be able to create a project()",""
"passed","Wed Mar 12 07:38:33 GMT 2025","Wed Mar 12 07:38:44 GMT 2025","10483","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","a user should not be able to create a build type without a branch","a user should not be able to create a build type without a branch()",""
"passed","Wed Mar 12 07:39:11 GMT 2025","Wed Mar 12 07:39:16 GMT 2025","5133","","com.jetbrains.teamcity.ui.FindProjectByNameTest","","com.jetbrains.teamcity.ui.FindProjectByNameTest","a user should be able to find a project by name","a user should be able to find a project by name()",""
"passed","Wed Mar 12 07:39:03 GMT 2025","Wed Mar 12 07:39:11 GMT 2025","8087","","com.jetbrains.teamcity.ui.CreateProjectTest","","com.jetbrains.teamcity.ui.CreateProjectTest","a user should not be able to create a project without a name","a user should not be able to create a project without a name()",""
"passed","Wed Mar 12 07:37:41 GMT 2025","Wed Mar 12 07:37:42 GMT 2025","819","","com.jetbrains.teamcity.api.SetUpAgentTest","","com.jetbrains.teamcity.api.SetUpAgentTest","authorizeDefaultAgent","authorizeDefaultAgent()",""
"passed","Wed Mar 12 07:37:46 GMT 2025","Wed Mar 12 07:38:33 GMT 2025","47509","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","","com.jetbrains.teamcity.ui.CreateBuildTypeTest","a user should be able to create a build type","a user should be able to create a build type()",""
